Bedrooms,Bathrooms,Address,Land area,CV,Latitude,Longitude,SA1,0-19 years,20-29 years,30-39 years,40-49 years,50-59 years,60+ years,Suburbs,Population,NZDep2018
2.208409706821916,1.1105182569051057,"7 Maka Terrace Orewa, Auckland",5.618100021996001,14.04662227892766,-36.5936147,174.6773247,7001409,-2.192201494426363,-2.6693173584915995,-2.548248962415742,-1.9615048382464313,-1.9216783884359705,-2.5242740023769707,Orewa,5.954830081945949,7.0
1.8173200822130249,0.6978740502332403,"111 Godfrey Drive Orewa, Auckland",5.503941850374162,13.864300722133706,-36.5908865,174.66932,7001409,-2.192201494426363,-2.6693173584915995,-2.548248962415742,-1.9615048382464313,-1.9216783884359705,-2.5242740023769707,Orewa,5.954830081945949,7.0
2.208409706821916,1.1105182569051057,"16 Gospel Heights (arrowsmith Dr) Flat Bush, Auckland",5.287602914873649,13.997832114758229,-36.9861529,174.9072372,7009106,10.253032262621986,8.71183370076656,7.131680373741203,6.599815836480388,8.12241128817899,6.3654081003427345,Flat Bush,21.582281385717096,2.0
1.359013494423543,0.6978740502332403,"25 Porter Crescent Helensville, Auckland",5.376266124264993,13.487006490992238,-36.6774692,174.4522649,7001739,8.611187017511849,6.109315192969343,3.4870254743214875,5.839910636076197,8.12241128817899,9.17423504422122,Helensville,19.071476632896413,7.0
1.359013494423543,1.0000000826913506e-10,"14 Stainton Place Otara, Auckland",5.982960110289359,13.270783382522602,-36.9563698,174.8892654,7008844,10.253032262621986,6.505292391153637,4.208266318894455,5.839910636076197,5.943190082557632,4.855268992290836,Otara,17.87724014279791,10.0
1.359013494423543,1.0000000826913506e-10,"20 Blampied Road Otara, Auckland",5.699320062319849,13.253391639810733,-36.9558048,174.8879416,7008844,10.253032262621986,6.505292391153637,4.208266318894455,5.839910636076197,5.943190082557632,4.855268992290836,Otara,17.87724014279791,10.0
1.359013494423543,0.6978740502332403,"627b Manukau Road Epsom, Auckland",4.890946424343669,14.077874822431765,-36.9047954,174.7739675,7007786,6.598421454308213,4.692195211665663,5.373484878574275,5.00103583286415,6.725919356444759,5.407952322849258,Epsom,16.13624540617465,4.0
2.208409706821916,0.6978740502332403,"1/43 Shanaway Rise Hillcrest, Auckland",4.787885184213175,14.018451401960965,-36.8001663,174.7338294,7002953,9.867464202797436,7.2215013514660376,5.8674419430302684,7.299772142340108,2.96049223676023,5.407952322849258,Hillcrest,18.484815453458957,5.0
2.208409706821916,1.1105182569051057,"18 Coolaghy Drive Flat Bush, Auckland",5.287602914873649,14.038654109278484,-36.9717771,174.918647,7009239,9.466606592171551,5.681022892394129,7.131680373741203,6.599815836480388,4.107340966149663,4.230968171448321,Flat Bush,17.66968939375128,3.0
1.8173200822130249,0.6978740502332403,"30 Glenelg Road Red Beach, Auckland",6.21378617112608,13.785051350479566,-36.6109852,174.7127236,7001568,7.150508121078147,4.101887387811977,4.826545294992745,5.00103583286415,6.725919356444759,8.571529519832506,Red Beach,17.87724014279791,4.0
1.8173200822130249,1.0000000826913506e-10,"40 Freeland Avenue Mount Roskill, Auckland",5.673262039294799,13.815510557964274,-36.9157998,174.73439419999997,7007615,9.867464202797436,7.2215013514660376,6.320154262849238,6.599815836480388,5.080961874119846,5.907409525733242,Mount Roskill,19.071476632896413,9.0
1.8173200822130249,0.6978740502332403,"121 Harbourside Drive Karaka, Auckland",5.794926122691083,13.795307850646754,-37.0678773,174.9257112,7009995,11.998181339337568,5.681022892394129,9.092126586106753,10.736360645151427,8.757285446425849,7.1869599008551175,Karaka,23.039408259637217,1.0
1.8173200822130249,0.6978740502332403,"157 Harbourside Drive Karaka, Auckland",5.716509346108039,13.805460222110773,-37.0650699,174.92475890000003,7009995,11.998181339337568,5.681022892394129,9.092126586106753,10.736360645151427,8.757285446425849,7.1869599008551175,Karaka,23.039408259637217,1.0
1.359013494423543,1.0000000826913506e-10,"56a Orion Street Papakura, Auckland",4.953463655579767,13.42984807715229,-37.07187879999999,174.9563186,7010203,15.639786933347485,8.71183370076656,7.131680373741203,7.299772142340108,8.12241128817899,4.855268992290836,Papakura,24.105791265481496,10.0
2.553119807651975,0.6978740502332403,"58a Coxhead Road Manurewa, Auckland",5.6417896439127935,13.845069360205818,-37.03110510000001,174.89252319999997,7009684,11.670015496644016,8.973239679285841,5.373484878574275,5.839910636076197,7.448178853913591,4.855268992290836,Manurewa,21.07180658056923,9.0
1.359013494423543,0.6978740502332403,"31 West Lynn Road Titirangi, Auckland",5.744904762272335,13.732128949025222,-36.92187670000001,174.6646886,7007317,11.670015496644016,4.692195211665663,6.320154262849238,8.565716389246917,9.35912952886131,7.914266305354949,Titirangi,21.07180658056923,4.0
1.359013494423543,1.0000000826913506e-10,"79 Wellington Street Pukekohe, Auckland",5.074389998330021,13.304684934198283,-37.2096583,174.8966255,7010504,10.253032262621986,8.156576552225594,5.373484878574275,9.699707967816055,8.757285446425849,7.560610668532292,Pukekohe,22.079797210449513,7.0
1.8173200822130249,0.6978740502332403,"28 Weldene Avenue Glenfield, Auckland",5.854085942406246,13.732128949025222,-36.7742099,174.72523030000005,7002758,6.001528764911963,5.212512913879303,5.373484878574275,5.839910636076197,5.080961874119846,6.3654081003427345,Glenfield,15.429029714730163,6.0
